date,campaign_name,purchases_new
2026-06-17,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,2
2026-06-17,ASUC-(HISTO)-US-(US)-PERF-RTG,null
2026-06-17,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,null
2026-06-17,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,null
2026-06-17,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,null
2026-06-17,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,2
2026-06-17,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,4
2026-06-17,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,2
2026-06-17,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,null
2026-06-17,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,null
2026-06-17,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,7
2026-06-17,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,1
2026-06-17,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,null
2026-06-17,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,2
2026-06-17,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,1
2026-06-17,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,2
2026-06-17,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,2
2026-06-17,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,null
2026-06-17,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,null
2026-06-17,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,null
2026-06-17,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,null
2026-06-17,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,null
2026-06-17,ASUC-(NEW)-PERF-RTG-WARM-ROW,null
2026-06-17,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,null
2026-06-17,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,null
2026-06-17,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,null
2026-06-17,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,1
2026-06-17,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,null
2026-06-17,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,null
2026-06-17,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,1
2026-06-17,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,3
2026-06-17,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-READING,1
2026-06-17,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-SUN,1
2026-06-17,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-RTG,null
2026-06-18,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,6
2026-06-18,ASUC-(ALL)-PERF-KIDS-INTER,6
2026-06-18,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,1
2026-06-18,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,2
2026-06-18,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,2
2026-06-18,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,7
2026-06-18,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,4
2026-06-18,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,5
2026-06-18,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,1
2026-06-18,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,3
2026-06-18,ASUC-(HISTO)-UK-(UK)-PERF-RTG,null
2026-06-18,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,4
2026-06-18,ASUC-(HISTO)-US-(US)-PERF-RTG,null
2026-06-18,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,1
2026-06-18,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,null
2026-06-18,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,1
2026-06-18,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,null
2026-06-18,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,1
2026-06-18,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,null
2026-06-18,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,null
2026-06-18,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,null
2026-06-18,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,3
2026-06-18,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,4
2026-06-18,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,1
2026-06-18,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,null
2026-06-18,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,null
2026-06-18,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,1
2026-06-18,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,null
2026-06-18,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,null
2026-06-18,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,null
2026-06-18,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,null
2026-06-18,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,null
2026-06-18,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,null
2026-06-18,ASUC-(NEW)-PERF-RTG-WARM-ROW,1
2026-06-18,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,null
2026-06-18,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,null
2026-06-18,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,null
2026-06-18,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,null
2026-06-18,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,null
2026-06-18,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,null
2026-06-18,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,2
2026-06-18,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,2
2026-06-18,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-READING,1
2026-06-18,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-SUN,null
2026-06-18,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-RTG,1
2026-06-19,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,8
2026-06-19,ASUC-(ALL)-PERF-KIDS-INTER,8
2026-06-19,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,1
2026-06-19,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,null
2026-06-19,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,1
2026-06-19,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,8
2026-06-19,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,1
2026-06-19,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,6
2026-06-19,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,3
2026-06-19,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,3
2026-06-19,ASUC-(HISTO)-UK-(UK)-PERF-RTG,1
2026-06-19,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,null
2026-06-19,ASUC-(HISTO)-US-(US)-PERF-RTG,1
2026-06-19,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,1
2026-06-19,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,null
2026-06-19,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,null
2026-06-19,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,null
2026-06-19,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,2
2026-06-19,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,null
2026-06-19,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,null
2026-06-19,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,null
2026-06-19,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,3
2026-06-19,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,2
2026-06-19,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,3
2026-06-19,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,null
2026-06-19,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,5
2026-06-19,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,null
2026-06-19,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,null
2026-06-19,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,null
2026-06-19,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,1
2026-06-19,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,null
2026-06-19,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,null
2026-06-19,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,1
2026-06-19,ASUC-(NEW)-PERF-RTG-WARM-ROW,null
2026-06-19,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,null
2026-06-19,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,1
2026-06-19,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,1
2026-06-19,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,null
2026-06-19,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,null
2026-06-19,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,null
2026-06-19,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,null
2026-06-19,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,1
2026-06-19,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-READING,1
2026-06-19,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-SUN,2
2026-06-19,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-RTG,1
2026-06-20,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,7
2026-06-20,ASUC-(ALL)-PERF-KIDS-INTER,7
2026-06-20,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,2
2026-06-20,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,1
2026-06-20,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,null
2026-06-20,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,3
2026-06-20,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,2
2026-06-20,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,10
2026-06-20,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,4
2026-06-20,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,7
2026-06-20,ASUC-(HISTO)-UK-(UK)-PERF-RTG,3
2026-06-20,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,1
2026-06-20,ASUC-(HISTO)-US-(US)-PERF-RTG,1
2026-06-20,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,null
2026-06-20,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,null
2026-06-20,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,null
2026-06-20,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,null
2026-06-20,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,2
2026-06-20,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,null
2026-06-20,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,1
2026-06-20,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,null
2026-06-20,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,5
2026-06-20,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,1
2026-06-20,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,null
2026-06-20,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,null
2026-06-20,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,2
2026-06-20,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,1
2026-06-20,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,null
2026-06-20,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,null
2026-06-20,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,null
2026-06-20,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,1
2026-06-20,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,1
2026-06-20,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,null
2026-06-20,ASUC-(NEW)-PERF-RTG-WARM-ROW,1
2026-06-20,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,null
2026-06-20,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,null
2026-06-20,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,null
2026-06-20,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,null
2026-06-20,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,null
2026-06-20,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,null
2026-06-20,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,null
2026-06-20,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,2
2026-06-20,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-READING,null
2026-06-20,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-SUN,1
2026-06-20,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-RTG,1
2026-06-21,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,10
2026-06-21,ASUC-(ALL)-PERF-KIDS-INTER,9
2026-06-21,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,1
2026-06-21,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,null
2026-06-21,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,1
2026-06-21,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,15
2026-06-21,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,6
2026-06-21,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,13
2026-06-21,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,7
2026-06-21,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,9
2026-06-21,ASUC-(HISTO)-UK-(UK)-PERF-RTG,5
2026-06-21,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,3
2026-06-21,ASUC-(HISTO)-US-(US)-PERF-RTG,null
2026-06-21,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,null
2026-06-21,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,null
2026-06-21,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,1
2026-06-21,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,3
2026-06-21,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,4
2026-06-21,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,1
2026-06-21,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,2
2026-06-21,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,null
2026-06-21,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,11
2026-06-21,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,2
2026-06-21,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,2
2026-06-21,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,2
2026-06-21,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,3
2026-06-21,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,2
2026-06-21,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,null
2026-06-21,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,null
2026-06-21,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,null
2026-06-21,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,null
2026-06-21,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,null
2026-06-21,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,1
2026-06-21,ASUC-(NEW)-PERF-RTG-WARM-ROW,1
2026-06-21,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,null
2026-06-21,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,null
2026-06-21,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,1
2026-06-21,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,null
2026-06-21,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,null
2026-06-21,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,null
2026-06-21,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,null
2026-06-21,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,4
2026-06-21,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-READING,3
2026-06-21,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-SUN,1
2026-06-21,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-RTG,3
2026-06-22,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,8
2026-06-22,ASUC-(ALL)-PERF-KIDS-INTER,5
2026-06-22,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,2
2026-06-22,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,null
2026-06-22,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,2
2026-06-22,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,5
2026-06-22,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,6
2026-06-22,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,9
2026-06-22,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,3
2026-06-22,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,4
2026-06-22,ASUC-(HISTO)-UK-(UK)-PERF-RTG,3
2026-06-22,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,null
2026-06-22,ASUC-(HISTO)-US-(US)-PERF-RTG,1
2026-06-22,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,null
2026-06-22,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,null
2026-06-22,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,3
2026-06-22,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,1
2026-06-22,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,2
2026-06-22,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,5
2026-06-22,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,null
2026-06-22,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,1
2026-06-22,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,8
2026-06-22,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,1
2026-06-22,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,null
2026-06-22,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,2
2026-06-22,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,1
2026-06-22,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,null
2026-06-22,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,null
2026-06-22,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,null
2026-06-22,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,1
2026-06-22,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,null
2026-06-22,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,null
2026-06-22,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,null
2026-06-22,ASUC-(NEW)-PERF-RTG-WARM-ROW,1
2026-06-22,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,null
2026-06-22,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,null
2026-06-22,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,1
2026-06-22,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,null
2026-06-22,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,null
2026-06-22,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,null
2026-06-22,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,2
2026-06-22,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,4
2026-06-22,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-READING,3
2026-06-22,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-SUN,2
2026-06-22,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-RTG,null
2026-06-23,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,5
2026-06-23,ASUC-(ALL)-PERF-KIDS-INTER,5
2026-06-23,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,2
2026-06-23,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,null
2026-06-23,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,1
2026-06-23,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,5
2026-06-23,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,2
2026-06-23,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,5
2026-06-23,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,6
2026-06-23,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,11
2026-06-23,ASUC-(HISTO)-UK-(UK)-PERF-RTG,3
2026-06-23,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,null
2026-06-23,ASUC-(HISTO)-US-(US)-PERF-RTG,null
2026-06-23,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,null
2026-06-23,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,null
2026-06-23,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,2
2026-06-23,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,null
2026-06-23,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,7
2026-06-23,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,null
2026-06-23,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,1
2026-06-23,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,null
2026-06-23,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,3
2026-06-23,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,2
2026-06-23,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,null
2026-06-23,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,1
2026-06-23,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,2
2026-06-23,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,1
2026-06-23,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,null
2026-06-23,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,null
2026-06-23,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,1
2026-06-23,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,null
2026-06-23,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,1
2026-06-23,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,1
2026-06-23,ASUC-(NEW)-PERF-RTG-WARM-ROW,null
2026-06-23,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,1
2026-06-23,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,null
2026-06-23,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,1
2026-06-23,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,null
2026-06-23,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,null
2026-06-23,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,null
2026-06-23,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,3
2026-06-23,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,null
2026-06-23,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-READING,2
2026-06-23,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-SUN,null
2026-06-23,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-RTG,1
2026-06-24,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,3
2026-06-24,ASUC-(ALL)-PERF-KIDS-INTER,12
2026-06-24,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,2
2026-06-24,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,1
2026-06-24,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,null
2026-06-24,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,4
2026-06-24,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,2
2026-06-24,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,8
2026-06-24,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,1
2026-06-24,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,3
2026-06-24,ASUC-(HISTO)-UK-(UK)-PERF-RTG,null
2026-06-24,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,3
2026-06-24,ASUC-(HISTO)-US-(US)-PERF-RTG,null
2026-06-24,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,null
2026-06-24,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,null
2026-06-24,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,null
2026-06-24,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,1
2026-06-24,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,3
2026-06-24,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,1
2026-06-24,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,1
2026-06-24,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,1
2026-06-24,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,1
2026-06-24,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,1
2026-06-24,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,1
2026-06-24,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,null
2026-06-24,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,3
